Date,Workout,Exercise,Set,Reps,Weight (lbs),Raw,Exercise_Normalized,Exercise_Canonical
2025-08-18,Legs 1,Single leg hamstring curl,1,9,40,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-18,Legs 1,Single leg hamstring curl,2,9,45,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-18,Legs 1,Single leg hamstring curl,3,9,50,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-18,Legs 1,Single Leg RDL,1,10,95,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-18,Legs 1,Single Leg RDL,2,10,100,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-18,Legs 1,Smith machine calf-raise,1,10,260,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-18,Legs 1,Smith machine calf-raise,2,10,265,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-18,Legs 1,Smith machine calf-raise,3,10,270,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-19,Push,Cable crunch,1,15,80,,Cable Crunch,Cable Crunch
2025-08-19,Push,Cable crunch,2,15,85,,Cable Crunch,Cable Crunch
2025-08-19,Push,Cable crunch,3,15,90,,Cable Crunch,Cable Crunch
2025-08-19,Push,Chest Dips,1,7,30,,Chest Dips,Chest Dips
2025-08-19,Push,Chest Dips,2,7,15,,Chest Dips,Chest Dips
2025-08-19,Push,Egyptian Lateral Raise,1,11,20,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-19,Push,Egyptian Lateral Raise,2,11,25,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-19,Push,Egyptian Lateral Raise,3,11,30,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-19,Push,Incline Smith Machine Bench,1,8,145,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-19,Push,Incline Smith Machine Bench,2,8,150,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-19,Push,Incline Smith Machine Bench,3,8,155,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-19,Push,Machine Chest Press,1,10,110,,Machine Chest Press,Machine Chest Press
2025-08-19,Push,Machine Chest Press,2,8,115,,Machine Chest Press,Machine Chest Press
2025-08-19,Push,Machine Chest Press,3,8,120,,Machine Chest Press,Machine Chest Press
2025-08-19,Push,Seated Chest Fly (Advanced),1,12,20,,Seated Chest Fly,Seated Chest Fly
2025-08-19,Push,Seated Chest Fly (Advanced),2,12,25,,Seated Chest Fly,Seated Chest Fly
2025-08-19,Push,Seated Chest Fly (Advanced),3,8,30,,Seated Chest Fly,Seated Chest Fly
2025-08-19,Push,Tricep Doubld Rope Pushdown,1,9,35,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-19,Push,Tricep Doubld Rope Pushdown,2,9,40,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-19,Push,Tricep Doubld Rope Pushdown,3,9,45,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-19,Push,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-19,Push,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-21,Leg Day 2,Belt Squat RDL,1,8,200,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-21,Leg Day 2,Belt Squat RDL,2,8,210,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-21,Leg Day 2,Belt Squat RDL,3,8,220,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-21,Leg Day 2,Cable crunch,1,15,85,,Cable Crunch,Cable Crunch
2025-08-21,Leg Day 2,Cable crunch,2,15,90,,Cable Crunch,Cable Crunch
2025-08-21,Leg Day 2,Cable crunch,3,15,95,,Cable Crunch,Cable Crunch
2025-08-21,Leg Day 2,Glute biased extension,1,8,275,,Glute Biased Extension,Glute Biased Extension
2025-08-21,Leg Day 2,Glute biased extension,2,8,290,,Glute Biased Extension,Glute Biased Extension
2025-08-21,Leg Day 2,Glute biased extension,3,8,305,,Glute Biased Extension,Glute Biased Extension
2025-08-21,Leg Day 2,Hip ADDuction,1,8,85,,Hip Adduction,Hip Adduction
2025-08-21,Leg Day 2,Hip ADDuction,2,8,90,,Hip Adduction,Hip Adduction
2025-08-21,Leg Day 2,Hip ADDuction,3,8,95,,Hip Adduction,Hip Adduction
2025-08-21,Leg Day 2,Hip Thrust,1,8,235,,Hip Thrust,Hip Thrust
2025-08-21,Leg Day 2,Hip Thrust,2,8,240,,Hip Thrust,Hip Thrust
2025-08-21,Leg Day 2,Hip Thrust,3,8,245,,Hip Thrust,Hip Thrust
2025-08-21,Leg Day 2,Leg extension,1,8,140,,Leg Extension,Leg Extension
2025-08-21,Leg Day 2,Leg extension,2,8,145,,Leg Extension,Leg Extension
2025-08-21,Leg Day 2,Machine Calf Raise (Gastroc),1,15,360,,Machine Calf Raise,Machine Calf Raise
2025-08-21,Leg Day 2,Machine Calf Raise (Gastroc),2,15,365,,Machine Calf Raise,Machine Calf Raise
2025-08-21,Leg Day 2,Machine Calf Raise (Gastroc),3,15,370,,Machine Calf Raise,Machine Calf Raise
2025-08-21,Leg Day 2,Machine Hip Abduction (single leg),1,8,100,,Machine Hip Abduction,Machine Hip Abduction
2025-08-21,Leg Day 2,Machine Hip Abduction (single leg),2,8,105,,Machine Hip Abduction,Machine Hip Abduction
2025-08-21,Leg Day 2,Machine Hip Abduction (single leg),3,8,110,,Machine Hip Abduction,Machine Hip Abduction
2025-08-21,Leg Day 2,Seated hamstring curl,1,8,115,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-21,Leg Day 2,Seated hamstring curl,2,8,120,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-22,Pull Day,Bayesian Biceps cable curl,1,10,35,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-22,Pull Day,Bayesian Biceps cable curl,2,12,30,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-22,Pull Day,Bench supported Hi-Lo Cable Row,1,9,55,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-22,Pull Day,Bench supported Hi-Lo Cable Row,2,9,60,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-22,Pull Day,Bench supported Hi-Lo Cable Row,3,9,65,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-22,Pull Day,DB Hammer curls,1,8,40,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-22,Pull Day,DB Hammer curls,2,8,45,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-22,Pull Day,Overhand row (captioned),1,7,220,,Overhand Row,Overhand Row
2025-08-22,Pull Day,Overhand row (captioned),2,7,225,,Overhand Row,Overhand Row
2025-08-22,Pull Day,Overhand row (captioned),3,7,230,,Overhand Row,Overhand Row
2025-08-22,Pull Day,Rear delt cable fly,1,10,15,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-22,Pull Day,Rear delt cable fly,2,10,20,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-22,Pull Day,Seated Cable Row (2 handles),1,10,120,,Seated Cable Row,Seated Cable Row
2025-08-22,Pull Day,Seated Cable Row (2 handles),2,10,130,,Seated Cable Row,Seated Cable Row
2025-08-22,Pull Day,Side Crunch (on Roman Chair),1,9,95,,Side Crunch,Side Crunch
2025-08-22,Pull Day,Side Crunch (on Roman Chair),2,9,100,,Side Crunch,Side Crunch
2025-08-22,Pull Day,Side Crunch (on Roman Chair),3,9,105,,Side Crunch,Side Crunch
2025-08-23,Shoulders/Arms,Cable Biceps Preacher Curl,1,8,80,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-23,Shoulders/Arms,Cable Biceps Preacher Curl,2,8,85,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-23,Shoulders/Arms,Cable Biceps Preacher Curl,3,7,90,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-23,Shoulders/Arms,Cable lateral raise (with wrist strap),1,10,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-23,Shoulders/Arms,Cable lateral raise (with wrist strap),2,10,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-23,Shoulders/Arms,Cable rotation,1,11,40,,Cable Rotation,Cable Rotation
2025-08-23,Shoulders/Arms,Cable rotation,2,11,45,,Cable Rotation,Cable Rotation
2025-08-23,Shoulders/Arms,Cable rotation,3,11,50,,Cable Rotation,Cable Rotation
2025-08-23,Shoulders/Arms,Incline machine chest press (captioned),1,10,140,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-23,Shoulders/Arms,Machine Rear Delt Fly,1,12,40,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-23,Shoulders/Arms,Machine Rear Delt Fly,2,12,45,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-23,Shoulders/Arms,Machine Rear Delt Fly,3,10,50,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-23,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,8,20,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-23,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,7,25,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-23,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,6,30,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-23,Shoulders/Arms,Smith machine shoulder press,1,8,140,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-23,Shoulders/Arms,Smith machine shoulder press,2,8,145,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-23,Shoulders/Arms,Smith machine shoulder press,3,8,150,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-23,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-23,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-25,Legs 1,Dumbbell Split Squat using squat rack setup,1,7,50,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-25,Legs 1,Dumbbell Split Squat using squat rack setup,2,8,50,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-25,Legs 1,Pendulum Squat,1,8,155,,Pendulum Squat,Pendulum Squat
2025-08-25,Legs 1,Pendulum Squat,2,8,160,,Pendulum Squat,Pendulum Squat
2025-08-25,Legs 1,Pendulum Squat,3,8,165,,Pendulum Squat,Pendulum Squat
2025-08-25,Legs 1,Plate Loaded Leg Press (45 degree),1,11,330,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-25,Legs 1,Plate Loaded Leg Press (45 degree),2,11,335,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-25,Legs 1,Single Arm KB walk (obliques),1,15,40,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-25,Legs 1,Single Arm KB walk (obliques),2,15,50,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-25,Legs 1,Single Arm KB walk (obliques),3,15,60,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-25,Legs 1,Single Leg Extension,1,6,75,,Single Leg Extension,Single Leg Extension
2025-08-25,Legs 1,Single Leg Extension,2,6,80,,Single Leg Extension,Single Leg Extension
2025-08-25,Legs 1,Single Leg Extension,3,6,85,,Single Leg Extension,Single Leg Extension
2025-08-25,Legs 1,Single leg hamstring curl,1,10,40,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-25,Legs 1,Single leg hamstring curl,2,10,45,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-25,Legs 1,Single leg hamstring curl,3,10,50,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-25,Legs 1,Single Leg RDL,1,11,95,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-25,Legs 1,Single Leg RDL,2,11,100,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-25,Legs 1,Smith machine calf-raise,1,10,235,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-25,Legs 1,Smith machine calf-raise,2,10,240,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-25,Legs 1,Smith machine calf-raise,3,10,245,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-26,Push,Cable crunch,1,15,90,,Cable Crunch,Cable Crunch
2025-08-26,Push,Cable crunch,2,15,95,,Cable Crunch,Cable Crunch
2025-08-26,Push,Cable crunch,3,15,100,,Cable Crunch,Cable Crunch
2025-08-26,Push,Chest Dips,1,8,30,,Chest Dips,Chest Dips
2025-08-26,Push,Chest Dips,2,7,15,,Chest Dips,Chest Dips
2025-08-26,Push,Egyptian Lateral Raise,1,12,20,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-26,Push,Egyptian Lateral Raise,2,12,25,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-26,Push,Egyptian Lateral Raise,3,12,30,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-26,Push,Incline Smith Machine Bench,1,6,145,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-26,Push,Incline Smith Machine Bench,2,6,155,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-26,Push,Incline Smith Machine Bench,3,6,160,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-26,Push,Machine Chest Press,1,6,115,,Machine Chest Press,Machine Chest Press
2025-08-26,Push,Machine Chest Press,2,6,120,,Machine Chest Press,Machine Chest Press
2025-08-26,Push,Machine Chest Press,3,6,125,,Machine Chest Press,Machine Chest Press
2025-08-26,Push,Seated Chest Fly (Advanced),1,12,20,,Seated Chest Fly,Seated Chest Fly
2025-08-26,Push,Seated Chest Fly (Advanced),2,12,25,,Seated Chest Fly,Seated Chest Fly
2025-08-26,Push,Seated Chest Fly (Advanced),3,10,30,,Seated Chest Fly,Seated Chest Fly
2025-08-26,Push,Tricep Doubld Rope Pushdown,1,10,35,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-26,Push,Tricep Doubld Rope Pushdown,2,10,40,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-26,Push,Tricep Doubld Rope Pushdown,3,10,45,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-26,Push,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-26,Push,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-28,Leg Day 2,Belt Squat RDL,1,8,220,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-28,Leg Day 2,Belt Squat RDL,2,8,225,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-28,Leg Day 2,Belt Squat RDL,3,8,230,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-28,Leg Day 2,Cable crunch,1,20,70,,Cable Crunch,Cable Crunch
2025-08-28,Leg Day 2,Cable crunch,2,20,75,,Cable Crunch,Cable Crunch
2025-08-28,Leg Day 2,Cable crunch,3,20,80,,Cable Crunch,Cable Crunch
2025-08-28,Leg Day 2,Glute biased extension,1,6,290,,Glute Biased Extension,Glute Biased Extension
2025-08-28,Leg Day 2,Glute biased extension,2,6,305,,Glute Biased Extension,Glute Biased Extension
2025-08-28,Leg Day 2,Glute biased extension,3,6,320,,Glute Biased Extension,Glute Biased Extension
2025-08-28,Leg Day 2,Hip ADDuction,1,9,85,,Hip Adduction,Hip Adduction
2025-08-28,Leg Day 2,Hip ADDuction,2,9,90,,Hip Adduction,Hip Adduction
2025-08-28,Leg Day 2,Hip ADDuction,3,9,95,,Hip Adduction,Hip Adduction
2025-08-28,Leg Day 2,Hip Thrust,1,6,240,,Hip Thrust,Hip Thrust
2025-08-28,Leg Day 2,Hip Thrust,2,6,245,,Hip Thrust,Hip Thrust
2025-08-28,Leg Day 2,Hip Thrust,3,6,250,,Hip Thrust,Hip Thrust
2025-08-28,Leg Day 2,Leg extension,1,9,140,,Leg Extension,Leg Extension
2025-08-28,Leg Day 2,Leg extension,2,9,145,,Leg Extension,Leg Extension
2025-08-28,Leg Day 2,Machine Calf Raise (Gastroc),1,16,360,,Machine Calf Raise,Machine Calf Raise
2025-08-28,Leg Day 2,Machine Calf Raise (Gastroc),2,16,365,,Machine Calf Raise,Machine Calf Raise
2025-08-28,Leg Day 2,Machine Calf Raise (Gastroc),3,16,370,,Machine Calf Raise,Machine Calf Raise
2025-08-28,Leg Day 2,Machine Hip Abduction (single leg),1,9,100,,Machine Hip Abduction,Machine Hip Abduction
2025-08-28,Leg Day 2,Machine Hip Abduction (single leg),2,9,105,,Machine Hip Abduction,Machine Hip Abduction
2025-08-28,Leg Day 2,Machine Hip Abduction (single leg),3,9,110,,Machine Hip Abduction,Machine Hip Abduction
2025-08-28,Leg Day 2,Seated hamstring curl,1,9,115,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-28,Leg Day 2,Seated hamstring curl,2,9,120,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-29,Pull Day,Bayesian Biceps cable curl,1,12,30,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-29,Pull Day,Bayesian Biceps cable curl,2,12,35,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-29,Pull Day,Bench supported Hi-Lo Cable Row,1,10,55,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-29,Pull Day,Bench supported Hi-Lo Cable Row,2,10,60,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-29,Pull Day,Bench supported Hi-Lo Cable Row,3,10,65,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-29,Pull Day,DB Hammer curls,1,6,50,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-29,Pull Day,DB Hammer curls,2,6,55,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-29,Pull Day,Overhand row (captioned),1,8,220,,Overhand Row,Overhand Row
2025-08-29,Pull Day,Overhand row (captioned),2,8,225,,Overhand Row,Overhand Row
2025-08-29,Pull Day,Overhand row (captioned),3,8,230,,Overhand Row,Overhand Row
2025-08-29,Pull Day,Rear delt cable fly,1,10,10,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-29,Pull Day,Rear delt cable fly,2,8,15,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-29,Pull Day,Seated Cable Row (2 handles),1,8,130,,Seated Cable Row,Seated Cable Row
2025-08-29,Pull Day,Seated Cable Row (2 handles),2,8,130,,Seated Cable Row,Seated Cable Row
2025-08-29,Pull Day,Side Crunch (on Roman Chair),1,8,35,,Side Crunch,Side Crunch
2025-08-29,Pull Day,Side Crunch (on Roman Chair),2,8,50,,Side Crunch,Side Crunch
2025-08-29,Pull Day,Side Crunch (on Roman Chair),3,8,65,,Side Crunch,Side Crunch
2025-08-30,Shoulders/Arms,Cable Biceps Preacher Curl,1,8,80,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-30,Shoulders/Arms,Cable Biceps Preacher Curl,2,8,85,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-30,Shoulders/Arms,Cable Biceps Preacher Curl,3,8,90,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-30,Shoulders/Arms,Cable lateral raise (with wrist strap),1,8,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-30,Shoulders/Arms,Cable lateral raise (with wrist strap),2,8,30,,Cable Lateral Raise,Cable Lateral Raise
2025-08-30,Shoulders/Arms,Cable rotation,1,12,40,,Cable Rotation,Cable Rotation
2025-08-30,Shoulders/Arms,Cable rotation,2,11,45,,Cable Rotation,Cable Rotation
2025-08-30,Shoulders/Arms,Cable rotation,3,11,50,,Cable Rotation,Cable Rotation
2025-08-30,Shoulders/Arms,Incline machine chest press (captioned),1,8,145,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-30,Shoulders/Arms,Incline machine chest press (captioned),2,8,150,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-30,Shoulders/Arms,Machine Rear Delt Fly,1,12,40,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-30,Shoulders/Arms,Machine Rear Delt Fly,2,12,45,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-30,Shoulders/Arms,Machine Rear Delt Fly,3,11,50,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-30,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,8,20,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-30,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,8,25,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-30,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,6,30,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-30,Shoulders/Arms,Smith machine shoulder press,1,6,145,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-30,Shoulders/Arms,Smith machine shoulder press,2,6,150,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-30,Shoulders/Arms,Smith machine shoulder press,3,6,155,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-30,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-30,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-09-01,Legs 1,Dumbbell Split Squat using squat rack setup,1,6,50,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-09-01,Legs 1,Dumbbell Split Squat using squat rack setup,2,6,50,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-09-01,Legs 1,Pendulum Squat,1,6,160,,Pendulum Squat,Pendulum Squat
2025-09-01,Legs 1,Pendulum Squat,2,6,165,,Pendulum Squat,Pendulum Squat
2025-09-01,Legs 1,Pendulum Squat,3,6,170,,Pendulum Squat,Pendulum Squat
2025-09-01,Legs 1,Plate Loaded Leg Press (45 degree),1,12,330,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-09-01,Legs 1,Plate Loaded Leg Press (45 degree),2,12,335,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-09-01,Legs 1,Single Arm KB walk (obliques),1,15,50,,Single Arm Kb Walk,Single Arm Kb Walk
2025-09-01,Legs 1,Single Arm KB walk (obliques),2,15,55,,Single Arm Kb Walk,Single Arm Kb Walk
2025-09-01,Legs 1,Single Arm KB walk (obliques),3,15,60,,Single Arm Kb Walk,Single Arm Kb Walk
2025-09-01,Legs 1,Single Leg Extension,1,7,75,,Single Leg Extension,Single Leg Extension
2025-09-01,Legs 1,Single Leg Extension,2,7,80,,Single Leg Extension,Single Leg Extension
2025-09-01,Legs 1,Single Leg Extension,3,7,85,,Single Leg Extension,Single Leg Extension
2025-09-01,Legs 1,Single leg hamstring curl,1,8,45,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-09-01,Legs 1,Single leg hamstring curl,2,8,50,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-09-01,Legs 1,Single leg hamstring curl,3,8,55,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-09-01,Legs 1,Single Leg RDL,1,10,40,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-09-01,Legs 1,Single Leg RDL,2,10,45,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-09-01,Legs 1,Smith machine calf-raise,1,11,235,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-09-01,Legs 1,Smith machine calf-raise,2,11,240,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-09-01,Legs 1,Smith machine calf-raise,3,11,245,,Smith Machine Calf Raise,Smith Machine Calf Raise
